ID Φορέα,Φορέας,ID Ειδικού Φορέα,Ειδικός Φορέας,ΚΑΕ,ΚΑΕ λεπτομέρειες,Ψηφ.Προϋπολογισμος 2013,Πληρωμές 2013,Ψηφ.Προϋπολογισμος 2014,Διαμόρφωση 2014,Αυξήσεις 2014,Μειώσεις 2014,Ποσό Διάθεσης 2014,Ποσοστό διάθεσης 2014,Πληρωμές 2014,Εντάλματα 2014
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,110,Γενική Γραμματεία Βιομηχανίας,Ξ2419,Επιχορήγηση σε λοιπά επιστημονικά και πνευμ,325.00,308.75,,,,,,,,
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,110,Γενική Γραμματεία Βιομηχανίας,Ξ2599,Λοιπές επιχορηγήσεις φυσικών ή νομικών,40.00,188.05,1.010.00,910.00,,-100.00,455.00,50.00%,455.00,455.00
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,110,Γενική Γραμματεία Βιομηχανίας,Ξ2611,Σε πολιτικούς και οικονομικούς οργανισμούς,,7.69,8.00,8.00,,,6.00,75.00%,,
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,110,Γενική Γραμματεία Βιομηχανίας,Ξ5293,Κάθε είδους δαπάνες της καταργηθείσας Ανώνυμης Εταιρείας ΕΟΜ,,,100.00,100.00,,,50.00,50.00%,,
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,110,Γενική Γραμματεία Βιομηχανίας,Ξ5311,Κάθε είδους έξοδα μετακίνησης και διαμονής δημοσίω,15.00,6.57,20.00,27.00,7.00,,13.50,50.00%,11.03,11.03
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,110,Γενική Γραμματεία Βιομηχανίας,Ξ9111,Προμήθεια ειδών γραφικής ύλης. υλικών εκτύπωσης και μικροεξο,,0.06,,5.65,5.65,,5.65,100.00%,5.64,5.64
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,110,Γενική Γραμματεία Βιομηχανίας,Ξ9174,Μηχανές και εξοπλισμός γραφείου,,,8.00,8.61,0.61,,8.61,100.00%,8.61,8.61
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,110,Γενική Γραμματεία Βιομηχανίας,Ξ9175,Ηλεκτρονικοί υπολογιστές και ηλεκτρονικά συγκροτήματα,,,,5.80,5.80,,5.80,100.00%,5.79,5.79
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,110,Γενική Γραμματεία Βιομηχανίας,Ξ9511,Πρόσθετες παροχές (περιλαμβάνονται και οι ασφαλιστικές εισφο,4.50,5.07,3.00,4.03,1.03,,4.03,100.00%,3.28,3.28
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,110,Γενική Γραμματεία Βιομηχανίας,Ξ9711,Έξοδα για μετακίνηση προσωπικού,,6.83,2.00,3.43,1.43,,3.43,100.00%,2.81,2.81
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,110,Γενική Γραμματεία Βιομηχανίας,Ξ9821,Υποχρεώσεις από παροχή τηλεπικοινωνιακών υπηρεσιών(τέλη. μισ,3.20,2.24,,0.23,0.23,,0.23,100.00%,0.23,0.23
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,110,Γενική Γραμματεία Βιομηχανίας,Ξ9844,Δαπάνες δημοσίων σχέσεων,,0.10,,,,,,,,
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,110,Γενική Γραμματεία Βιομηχανίας,Ξ9851,Συντήρηση και επισκευή μηχανικού και λοιπού εξοπλισμού,,3.88,,2.84,2.84,,2.84,100.00%,2.84,2.84
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,110,Γενική Γραμματεία Βιομηχανίας,Ξ9873,Λοιπές αμοιβές,15.00,5.80,,6.48,6.48,,6.48,100.00%,5.19,6.48
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,110,Γενική Γραμματεία Βιομηχανίας,Ξ9932,Δαπάνες μετακίνησης για συμμετοχή στις εργασίες κοινοτικών ο,1.15,0.91,3.00,3.27,0.27,,3.27,100.00%,1.54,2.14
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,110,Γενική Γραμματεία Βιομηχανίας,Αποτέλεσμα,,7.664.00,6.371.34,6.791.00,6.658.34,185.77,-318.43,6.018.87,90.40%,2.648.80,2.651.95
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,140,Γενική Γραμματεία Εμπορίου,Ξ0211,Βασικός μισθός,9.407.00,7.873.01,7.508.00,7.487.29,15.03,-35.74,7.487.29,100.00%,3.265.45,3.265.45
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,140,Γενική Γραμματεία Εμπορίου,Ξ0212,Επίδομα χρόνου υπηρεσίας,10.00,,,,,,,,,
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,140,Γενική Γραμματεία Εμπορίου,Ξ0213,Οικογενειακή παροχή,180.00,147.23,150.00,148.43,0.55,-2.12,148.43,100.00%,64.14,64.14
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,140,Γενική Γραμματεία Εμπορίου,Ξ0215,Επίδομα θέσης ευθύνης,370.00,342.90,350.00,350.00,,,350.00,100.00%,156.11,156.11
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,140,Γενική Γραμματεία Εμπορίου,Ξ0219,Λοιπά γενικά επιδόματα,,1.60,2.00,2.00,,,2.00,100.00%,,
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,140,Γενική Γραμματεία Εμπορίου,Ξ0221,Μισθολογικές διαφορές βάσει ενιαίου μισθολογίου-βαθμολογίου,330.00,319.84,330.00,326.29,,-3.71,326.29,100.00%,119.86,119.86
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,140,Γενική Γραμματεία Εμπορίου,Ξ0225,Επίδομα  επικίνδυνης και ανθυγιεινής εργασίας,5.00,0.98,3.00,3.00,,,3.00,100.00%,1.12,1.12
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,140,Γενική Γραμματεία Εμπορίου,Ξ0229,Λοιπά ειδικά επιδόματα,5.00,3.60,4.00,4.00,,,4.00,100.00%,1.80,1.80
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,140,Γενική Γραμματεία Εμπορίου,Ξ0283,Αποζημίωση προσωπικού που απολύεται. συνταξιοδοτείται ή κατα,150.00,46.50,150.00,150.00,,,150.00,100.00%,9.79,9.79
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,140,Γενική Γραμματεία Εμπορίου,Ξ0284,Επίδομα υπηρεσίας στην αλλοδαπή,,,95.00,0.00,,-95.00,0.00,0.00,,
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,140,Γενική Γραμματεία Εμπορίου,Ξ0291,Εισφορές στο ΙΚΑ,720.00,577.88,550.00,550.00,,,550.00,100.00%,268.14,268.14
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,140,Γενική Γραμματεία Εμπορίου,Ξ0292,Εισφορές σε λοιπούς ασφαλιστικούς οργανισμούς,325.00,273.20,300.00,295.82,0.42,-4.60,295.82,100.00%,121.71,121.71
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,140,Γενική Γραμματεία Εμπορίου,Ξ0293,Εργοδοτική Εισφορά υπέρ ΕΟΠΥΥ (παρ.1β. αρθρ.19. ν.3918/2011),400.00,316.74,330.00,329.68,0.80,-1.11,329.68,100.00%,130.62,130.62
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,140,Γενική Γραμματεία Εμπορίου,Ξ0373,Αμοιβές μελών ανεξάρτητων αρχών και μελών συλλογικκών οργάνω,,13.11,35.00,35.00,,,35.00,100.00%,17.10,17.10
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,140,Γενική Γραμματεία Εμπορίου,Ξ0385,Αποζημίωση σπουδαστών δημοσίων σχολών που πραγματοποιούν στι,3.00,1.12,3.00,3.00,,,3.00,100.00%,,
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,140,Γενική Γραμματεία Εμπορίου,Ξ0511,Αποζημίωση για υπερωριακή εργασία,50.00,24.96,42.00,28.42,,-13.58,25.58,90.00%,5.04,5.71
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,140,Γενική Γραμματεία Εμπορίου,Ξ0512,Αμοιβή για εργασία κατά τις εξαιρέ,50.00,20.76,28.00,24.23,,-3.77,21.81,90.00%,4.77,4.77
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,140,Γενική Γραμματεία Εμπορίου,Ξ0515,Αποζημίωση μελών συλλογικών οργάνων,30.00,1.14,30.00,40.00,23.95,-13.95,38.40,95.99%,0.18,0.84
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,140,Γενική Γραμματεία Εμπορίου,Ξ0561,Αποζημίωση για απασχόληση πέραν του κανονικού ωρα ρίου υπαλλ,20.00,3.44,5.00,5.00,,,4.50,90.00%,0.85,0.85
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,140,Γενική Γραμματεία Εμπορίου,Ξ0711,Εξοδα μετακίνησης στο εσωτερ,28.50,7.58,25.00,22.50,4.50,-7.00,13.50,60.00%,3.88,3.88
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,140,Γενική Γραμματεία Εμπορίου,Ξ0713,Εξοδα μετακίνησης από το εσωτερικό στο εξωτερικό  και αντίστ,14.00,3.85,15.00,13.50,2.00,-3.50,7.75,57.41%,1.40,1.40
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,140,Γενική Γραμματεία Εμπορίου,Ξ0716,Εξοδα μετακίνησης λοιπών προσώπων στο εσωτερικό   (περιλαμβά,6.50,1.38,15.00,12.50,,-2.50,6.25,50.00%,0.26,0.26
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,140,Γενική Γραμματεία Εμπορίου,Ξ0717,Εξοδα μετακίνησης λοιπών προσώπων απο το εσωτερικόστο εξωτερ,4.00,5.84,15.00,15.00,,,7.50,50.00%,,
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,140,Γενική Γραμματεία Εμπορίου,Ξ0823,Ταχυδρομικά,0.50,,,,,,,,,
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,140,Γενική Γραμματεία Εμπορίου,Ξ0824,Υποχρεώσεις από παροχή τηλεπικοινωνιακών υπηρεσιών(τέλη. μισ,140.00,141.14,145.00,125.00,,-20.00,125.00,100.00%,0.40,23.04
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,140,Γενική Γραμματεία Εμπορίου,Ξ0826,Δαπάνες κινητής τηλεφωνίας,10.00,2.76,10.00,10.00,,,5.00,50.00%,0.67,0.99
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,140,Γενική Γραμματεία Εμπορίου,Ξ0831,Υδρευση και άρδευση,15.00,20.96,18.00,24.00,6.00,,24.00,100.00%,9.74,12.35
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,140,Γενική Γραμματεία Εμπορίου,Ξ0832,Ηλεκτρική ενέργεια,150.00,170.32,160.00,174.00,50.00,-36.00,174.00,100.00%,65.87,65.87
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,140,Γενική Γραμματεία Εμπορίου,Ξ0833,Χρήση φυσικού αερίου,95.00,68.86,100.00,105.00,25.00,-20.00,105.00,100.00%,54.23,54.23
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,140,Γενική Γραμματεία Εμπορίου,Ξ0839,Δαπάνες καθαριότητας,4.00,,0.00,,,,,,,
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,140,Γενική Γραμματεία Εμπορίου,Ξ0841,Διαφημίσεις και δημοσιεύσεις γενικά,18.00,2.14,16.00,16.00,,,8.00,50.00%,0.72,4.28
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,140,Γενική Γραμματεία Εμπορίου,Ξ0843,Εκδόσεις – εκτυπώσεις – β,12.00,2.12,12.00,30.00,18.00,,16.50,55.00%,,
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,140,Γενική Γραμματεία Εμπορίου,Ξ0844,Εκθέσεις. οργάνωση συνεδρίων και πολιτιστικώ,4.00,,2.00,2.00,,,1.00,50.00%,,
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,140,Γενική Γραμματεία Εμπορίου,Ξ0845,Κάθε είδους δαπάνες δημοσίων σχέσεων,5.00,0.86,4.00,4.00,,,2.00,50.00%,0.53,0.53
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,140,Γενική Γραμματεία Εμπορίου,Ξ0851,Αμοιβές για συντήρηση και επισκευή κτιρίων γενικά.εγκαταστάσ,270.00,122.05,60.00,60.00,,,30.00,50.00%,,
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,140,Γενική Γραμματεία Εμπορίου,Ξ0861,Αμοιβές για συντήρηση και επισκευή,8.00,0.85,11.00,14.00,3.00,,8.50,60.71%,1.50,1.56
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,140,Γενική Γραμματεία Εμπορίου,Ξ0869,Αμοιβές για συντήρηση και επισκευή λοιπού εξοπλι,70.00,31.78,60.00,60.00,,,42.00,70.00%,0.86,6.61
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,140,Γενική Γραμματεία Εμπορίου,Ξ0871,Αμοιβές φυσικών προσώπων,5.00,3.75,10.00,0.00,,-10.00,0.00,0.00,,
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,140,Γενική Γραμματεία Εμπορίου,Ξ0873,Αμοιβές νομικών προσώπων,5.00,8.03,10.00,2.50,2.50,-10.00,2.50,100.00%,,
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,140,Γενική Γραμματεία Εμπορίου,Ξ0874,Αμοιβές και προμήθειες τραπεζών και πιστωτικ,0.50,0.14,1.00,1.00,,,0.50,50.00%,,
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,140,Γενική Γραμματεία Εμπορίου,Ξ0875,Αμοιβές για δαπάνες καθαριότητας (συμπεριλαμβάνο  νται φυσικ,190.00,103.76,175.00,172.07,,-2.93,154.86,90.00%,4.05,4.05
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,140,Γενική Γραμματεία Εμπορίου,Ξ0881,Αμοιβές για εκπαίδευση. μετεκπαίδευση.επιμόρφωση,2.00,,1.00,1.00,,,0.50,50.00%,,
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,140,Γενική Γραμματεία Εμπορίου,Ξ0892,Πάσης φύσεως δαπάνες σε εκτέλεση δικαστικών αποφά σεων ή συμ,,581.16,,212.00,212.00,,212.00,100.00%,133.29,133.29
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,140,Γενική Γραμματεία Εμπορίου,Ξ0899,Λοιπές δαπάνες και ειδικές αμοιβές,12.00,12.64,15.00,15.00,,,12.75,85.00%,1.87,1.87
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,140,Γενική Γραμματεία Εμπορίου,Ξ1111,Προμήθεια χαρτιού. γραφικών ειδών και λοι,30.00,21.76,25.00,21.98,,-3.03,19.78,90.00%,,0.99
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,140,Γενική Γραμματεία Εμπορίου,Ξ1121,Προμήθεια βιβλίων. συγγραμμάτων. περιοδικών. εφημερίδων και,25.00,6.96,25.00,24.00,2.00,-3.00,21.80,90.83%,1.96,2.14
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,140,Γενική Γραμματεία Εμπορίου,Ξ1219,Προμήθεια λοιπών υγειονομικών. φαρμακευτικών  και ορθοπεδικώ,0.50,,1.00,0.00,,-1.00,0.00,0.00,,
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,140,Γενική Γραμματεία Εμπορίου,Ξ1231,Προμήθεια ειδών καθαριότητας,4.00,1.89,4.00,4.00,,,3.60,90.00%,,
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,140,Γενική Γραμματεία Εμπορίου,Ξ1311,Προμήθεια ειδών συντήρησης και επισκευής  εγκ,18.00,12.89,27.00,23.00,,-4.00,20.70,90.00%,1.00,1.00
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,140,Γενική Γραμματεία Εμπορίου,Ξ1321,Προμήθεια ειδών συντήρησης και επισκευής μεταφορι κών μέσων,10.00,0.95,10.00,13.00,3.00,,12.00,92.31%,2.46,2.78
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,140,Γενική Γραμματεία Εμπορίου,Ξ1329,Προμήθεια ειδών συντήρησης και επισκευής κάθε είδ ους λοιπού,20.00,26.71,16.00,14.00,,-2.00,12.60,90.00%,1.00,3.89
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,140,Γενική Γραμματεία Εμπορίου,Ξ1511,Προμήθεια καυσίμων και λιπαντικών,14.00,12.68,15.00,25.00,10.00,,23.50,94.00%,9.37,9.93
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,140,Γενική Γραμματεία Εμπορίου,Ξ1699,Λοιπές προμήθειες,14.00,5.19,16.00,14.00,1.00,-3.00,12.70,90.71%,1.00,1.00
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,140,Γενική Γραμματεία Εμπορίου,Ξ1711,Προμήθεια επίπλων,3.00,,2.00,1.00,,-1.00,0.90,90.00%,,
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,140,Γενική Γραμματεία Εμπορίου,Ξ1712,Προμήθεια συσκευών θέρμανσης και κλιματισμού,18.00,16.09,10.00,9.00,,-1.00,8.10,90.00%,,
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,140,Γενική Γραμματεία Εμπορίου,Ξ1713,Προμήθεια γραφομηχανών. μηχανημάτων φωτοαντιγραφήςκ.λπ. μηχα,2.50,,8.00,3.00,,-5.00,2.70,90.00%,,
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,140,Γενική Γραμματεία Εμπορίου,Ξ1723,Προμήθεια ηλεκτρονικών υπολογιστ,46.00,22.41,50.00,29.39,,-20.61,26.45,90.00%,3.90,5.65
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,140,Γενική Γραμματεία Εμπορίου,Ξ1725,Προμήθεια κάθε είδους τηλεπικοινωνιακού. μετεωρολογικού και,1.00,0.28,10.00,4.00,,-6.00,3.60,90.00%,,
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,140,Γενική Γραμματεία Εμπορίου,Ξ1729,Προμήθεια κάθε είδους μηχανικού και λοιπού εξοπ,5.00,0.62,70.00,66.67,,-3.33,60.00,90.00%,,
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,140,Γενική Γραμματεία Εμπορίου,Ξ2489,Επιχορήγηση σε λοιπά ειδικά ταμεία και λογαριασμ,,200.00,200.00,200.00,,,100.00,50.00%,,
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,140,Γενική Γραμματεία Εμπορίου,Ξ2616,Σε λοιπούς διεθνείς οργανισμούς,89.00,74.48,122.00,122.00,,,91.50,75.00%,70.90,70.90
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,140,Γενική Γραμματεία Εμπορίου,Ξ5291,Δαπάνες καταργηθέντων με το ν. 3697/2008 ειδικών λ,300.00,,278.00,225.07,,-52.93,112.53,50.00%,,
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,140,Γενική Γραμματεία Εμπορίου,Ξ5311,Κάθε είδους έξοδα μετακίνησης και διαμονής δημοσίω,30.00,13.81,50.00,50.00,,,25.00,50.00%,12.46,13.32
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,140,Γενική Γραμματεία Εμπορίου,Ξ5355,Δαπάνες ελέγχου κοινοτικού σήματος (Καν. Ε.Ε. 40/9,,1.72,,114.12,116.15,-2.03,114.12,100.00%,,
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,140,Γενική Γραμματεία Εμπορίου,Ξ5357,Δαπάνες καταχώρησης Διεθνών Σημάτων σύμφωνα με το,,131.83,,106.74,154.74,-48.00,106.74,100.00%,3.79,3.79
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,140,Γενική Γραμματεία Εμπορίου,Ξ9111,Προμήθεια ειδών γραφικής ύλης. υλικών εκτύπωσης και μικροεξο,,10.17,,9.07,9.07,,9.07,100.00%,9.07,9.07
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,140,Γενική Γραμματεία Εμπορίου,Ξ9121,Προμήθεια υγειονομικών. φαρμακευτικών και ορθοπε  δικών ειδώ,,,,0.59,0.59,,0.59,100.00%,0.59,0.59
000/35,ΥΠ.ΑΝΑΠΤΥΞΗΣ & ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑΣ,140,Γενική Γραμματεία Εμπορίου,Ξ9131,Προμήθεια ειδών συντήρησης και επισκευής εξοπλισμού,,3.75,,2.45,2.45,,2.45,100.00%,1.57,1.57
